First Year Degree Engineering - First Round - Closing Rank - Institute Wise (A.Y. 2024-25),,,,,,,
,,,,,,,
Inst_Name,Course_name,Alloted_Cat,Quota,Institute Type,First Rank,Last Rank,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",ELECTRONICS & COMMUNICATION ENGINEERING,ST,GUJCET-Based,Govt/GIA,26559.00,35616.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",COMPUTER ENGINEERING,GEN,JEE-Based,Govt/GIA,900006.00,900006.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",COMPUTER ENGINEERING,SEBC,JEE-Based,Govt/GIA,900086.00,900086.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",ELECTRONICS & COMMUNICATION ENGINEERING,GEN,JEE-Based,Govt/GIA,900179.00,900179.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",INSTRUMENTATION & CONTROL ENGINEERING,GEN,JEE-Based,Govt/GIA,900379.00,900379.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",ELECTRONICS & COMMUNICATION ENGINEERING,SEBC,JEE-Based,Govt/GIA,900419.00,900419.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",COMPUTER ENGINEERING,SC,JEE-Based,Govt/GIA,900432.00,900432.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",CHEMICAL ENGINEERING,GEN,JEE-Based,Govt/GIA,900933.00,900933.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",CIVIL ENGINEERING - TFWS,TFWs,JEE-Based,Govt/GIA,901025.00,901025.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",CIVIL ENGINEERING,GEN,JEE-Based,Govt/GIA,901236.00,901356.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",INSTRUMENTATION & CONTROL ENGINEERING,EWS,JEE-Based,Govt/GIA,901778.00,901778.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",CHEMICAL ENGINEERING,SEBC,JEE-Based,Govt/GIA,902824.00,902824.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",CIVIL ENGINEERING,EWS,JEE-Based,Govt/GIA,903199.00,903199.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",INSTRUMENTATION & CONTROL ENGINEERING,SEBC,JEE-Based,Govt/GIA,903650.00,903650.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",CIVIL ENGINEERING,SEBC,JEE-Based,Govt/GIA,906678.00,906678.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",ELECTRONICS & COMMUNICATION ENGINEERING,ST,JEE-Based,Govt/GIA,912483.00,912483.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",CHEMICAL ENGINEERING,ST,JEE-Based,Govt/GIA,924141.00,924141.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",COMPUTER ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,127.00,192.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,290.00,405.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",INFORMATION TECHNOLOGY - TFWS,TFWs,GUJCET-Based,Self-Finance,339.00,488.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",INFORMATION TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,414.00,819.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",COMPUTER ENGINEERING,EWS,GUJCET-Based,Self-Finance,416.00,434.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",COMPUTER ENGINEERING,SEBC,GUJCET-Based,Self-Finance,543.00,979.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",ELECTRONICS & COMMUNICATION ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,630.00,1210.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",INFORMATION TECHNOLOGY,EWS,GUJCET-Based,Self-Finance,842.00,962.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",INFORMATION TECHNOLOGY,SEBC,GUJCET-Based,Self-Finance,1044.00,1778.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",ELECTRONICS & COMMUNICATION ENGINEERING,GEN,GUJCET-Based,Self-Finance,1342.00,3142.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",CHEMICAL ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,2185.00,4873.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",COMPUTER ENGINEERING,SC,GUJCET-Based,Self-Finance,2836.00,3398.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",ELECTRONICS & COMMUNICATION ENGINEERING,EWS,GUJCET-Based,Self-Finance,3171.00,3443.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",MECHANICAL ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,3186.00,5770.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",MECHANICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,3492.00,10687.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",INFORMATION TECHNOLOGY,SC,GUJCET-Based,Self-Finance,3494.00,5936.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",COMPUTER ENGINEERING,ESM,GUJCET-Based,Self-Finance,3756.00,3756.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",ELECTRONICS & COMMUNICATION ENGINEERING,SEBC,GUJCET-Based,Self-Finance,3795.00,6271.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",CHEMICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,5263.00,8480.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",INSTRUMENTATION & CONTROL ENGINEERING,GEN,GUJCET-Based,Self-Finance,8181.00,10191.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",CHEMICAL ENGINEERING,EWS,GUJCET-Based,Self-Finance,8696.00,9094.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",CHEMICAL ENGINEERING,SEBC,GUJCET-Based,Self-Finance,8741.00,18997.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",ELECTRONICS & COMMUNICATION ENGINEERING,SC,GUJCET-Based,Self-Finance,9198.00,10602.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",MECHANICAL ENGINEERING,EWS,GUJCET-Based,Self-Finance,10867.00,11766.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",INFORMATION TECHNOLOGY,ST,GUJCET-Based,Self-Finance,11453.00,35808.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",INSTRUMENTATION & CONTROL ENGINEERING,EWS,GUJCET-Based,Self-Finance,11750.00,11750.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",COMPUTER ENGINEERING,ST,GUJCET-Based,Self-Finance,12407.00,17755.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",MECHANICAL ENGINEERING,SEBC,GUJCET-Based,Self-Finance,13411.00,18272.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",MECHANICAL ENGINEERING,SC,GUJCET-Based,Self-Finance,16064.00,25975.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",INSTRUMENTATION & CONTROL ENGINEERING,SEBC,GUJCET-Based,Self-Finance,16065.00,16901.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",CHEMICAL ENGINEERING,SC,GUJCET-Based,Self-Finance,21734.00,26039.00,
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY, NADIAD",CHEMICAL ENGINEERING,ESM,GUJCET-Based,Self-Finance,24537.00,24537.00,
"FACULTY OF TECHNOLOGY, CEPT UNIVERSITY, AHMEDABAD",BACHELOR OF TECHNOLOGY (HONS) IN CIVIL ENGINEERING (BCE),GEN,GUJCET-Based,Self-Finance,2848.00,8757.00,
"FACULTY OF TECHNOLOGY, CEPT UNIVERSITY, AHMEDABAD",BACHELOR OF TECHNOLOGY (HONS) IN CIVIL ENGINEERING (BCE),EWS,GUJCET-Based,Self-Finance,11869.00,16344.00,
"FACULTY OF TECHNOLOGY, CEPT UNIVERSITY, AHMEDABAD",BACHELOR OF TECHNOLOGY (HONS) IN CIVIL ENGINEERING (BCE),SEBC,GUJCET-Based,Self-Finance,16921.00,27806.00,
"FACULTY OF TECHNOLOGY, CEPT UNIVERSITY, AHMEDABAD",BACHELOR OF TECHNOLOGY (HONS) IN CIVIL ENGINEERING (BCE),SC,GUJCET-Based,Self-Finance,28756.00,28756.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,639.00,1656.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,1645.00,2690.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",INFORMATION TECHNOLOGY - TFWS,TFWs,GUJCET-Based,Self-Finance,1659.00,1943.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER SCIENCE & ENGINEERING (INTERNET OF THINGS),GEN,GUJCET-Based,Self-Finance,2259.00,4909.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER SCIENCE & DESIGN - TFW,TFWs,GUJCET-Based,Self-Finance,2517.00,2838.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER ENGINEERING,EWS,GUJCET-Based,Self-Finance,2763.00,2924.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER SCIENCE & ENGINEERING (INTERNET OF THINGS) - TFW,TFWs,GUJCET-Based,Self-Finance,2805.00,3061.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER ENGINEERING,SEBC,GUJCET-Based,Self-Finance,2860.00,4629.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",INFORMATION & COMMUNICATION TECHNOLOGY - TFWS,TFWs,GUJCET-Based,Self-Finance,2932.00,3115.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",INFORMATION TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,3019.00,3866.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,3205.00,5110.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER SCIENCE & DESIGN,GEN,GUJCET-Based,Self-Finance,3213.00,5943.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",INFORMATION TECHNOLOGY,EWS,GUJCET-Based,Self-Finance,3876.00,3931.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",INFORMATION TECHNOLOGY,SEBC,GUJCET-Based,Self-Finance,4913.00,5754.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",MECHATRONICS ENGINEERING,GEN,GUJCET-Based,Self-Finance,4998.00,36894.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER SCIENCE & ENGINEERING (INTERNET OF THINGS),EWS,GUJCET-Based,Self-Finance,5011.00,5335.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,EWS,GUJCET-Based,Self-Finance,5188.00,5559.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",ELECTRONICS & COMMUNICATION ENGINEERING,GEN,GUJCET-Based,Self-Finance,6042.00,8821.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,SEBC,GUJCET-Based,Self-Finance,6117.00,8822.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER SCIENCE & DESIGN,EWS,GUJCET-Based,Self-Finance,6123.00,6455.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER SCIENCE & DESIGN,SEBC,GUJCET-Based,Self-Finance,6422.00,10489.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER SCIENCE & ENGINEERING (INTERNET OF THINGS),SEBC,GUJCET-Based,Self-Finance,7143.00,10266.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER ENGINEERING,SC,GUJCET-Based,Self-Finance,7592.00,8772.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",CHEMICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,8958.00,15043.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",ELECTRONICS & COMMUNICATION ENGINEERING,EWS,GUJCET-Based,Self-Finance,8981.00,9676.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",ELECTRICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,10649.00,29550.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",MECHANICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,11026.00,20787.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",INFORMATION TECHNOLOGY,SC,GUJCET-Based,Self-Finance,12777.00,13428.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER ENGINEERING,ESM,GUJCET-Based,Self-Finance,12839.00,12839.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",CHEMICAL ENGINEERING,EWS,GUJCET-Based,Self-Finance,15659.00,16539.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER SCIENCE & DESIGN,SC,GUJCET-Based,Self-Finance,16030.00,18706.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",ELECTRONICS & COMMUNICATION ENGINEERING,SEBC,GUJCET-Based,Self-Finance,16416.00,24329.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER ENGINEERING,ST,GUJCET-Based,Self-Finance,17885.00,17885.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",CHEMICAL ENGINEERING,SEBC,GUJCET-Based,Self-Finance,18321.00,31631.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",CHEMICAL ENGINEERING,SC,GUJCET-Based,Self-Finance,19019.00,19019.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",INFORMATION TECHNOLOGY,ESM,GUJCET-Based,Self-Finance,19444.00,19444.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER SCIENCE & ENGINEERING (INTERNET OF THINGS),SC,GUJCET-Based,Self-Finance,19912.00,22366.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",MECHANICAL ENGINEERING,EWS,GUJCET-Based,Self-Finance,22493.00,23528.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",MECHANICAL ENGINEERING,SEBC,GUJCET-Based,Self-Finance,23149.00,33093.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,SC,GUJCET-Based,Self-Finance,23378.00,23378.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER SCIENCE & ENGINEERING (INTERNET OF THINGS),ST,GUJCET-Based,Self-Finance,23691.00,23691.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",ELECTRONICS & COMMUNICATION ENGINEERING,SC,GUJCET-Based,Self-Finance,24588.00,37976.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",CIVIL ENGINEERING,GEN,GUJCET-Based,Self-Finance,26195.00,38137.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",ELECTRICAL ENGINEERING,EWS,GUJCET-Based,Self-Finance,30313.00,35766.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",ELECTRICAL ENGINEERING,SC,GUJCET-Based,Self-Finance,32588.00,36015.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",ELECTRICAL ENGINEERING,SEBC,GUJCET-Based,Self-Finance,32766.00,37562.00,
"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",MECHANICAL ENGINEERING,SC,GUJCET-Based,Self-Finance,38554.00,38554.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",COMPUTER SCIENCE & ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,1797.00,7017.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",ELECTRONICS & COMMUNICATION ENGINEERING,GEN,GUJCET-Based,Self-Finance,2400.00,19950.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",COMPUTER SCIENCE & ENGINEERING,GEN,GUJCET-Based,Self-Finance,3857.00,16912.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",INFORMATION TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,3877.00,21485.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE) - TFWS,TFWs,GUJCET-Based,Self-Finance,4719.00,6501.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE),GEN,GUJCET-Based,Self-Finance,5539.00,16635.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,7071.00,15268.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",ROBOTICS AND AUTOMATION,GEN,GUJCET-Based,Self-Finance,7494.00,38465.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,10507.00,26531.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",COMPUTER SCIENCE & ENGINEERING (CYBER SECURITY),GEN,GUJCET-Based,Self-Finance,10991.00,20631.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",ROBOTICS AND AUTOMATION - TFWS,TFWs,GUJCET-Based,Self-Finance,15264.00,17400.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",COMPUTER ENGINEERING,EWS,GUJCET-Based,Self-Finance,15406.00,17456.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",MECHANICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,15903.00,38039.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",COMPUTER SCIENCE & ENGINEERING,EWS,GUJCET-Based,Self-Finance,16939.00,18776.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",COMPUTER SCIENCE & ENGINEERING,SEBC,GUJCET-Based,Self-Finance,16971.00,31024.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE),EWS,GUJCET-Based,Self-Finance,17151.00,18544.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",COMPUTER ENGINEERING,SEBC,GUJCET-Based,Self-Finance,17439.00,27388.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",ELECTRICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,17881.00,38170.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE),SEBC,GUJCET-Based,Self-Finance,18722.00,30226.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",COMPUTER SCIENCE & ENGINEERING (CYBER SECURITY),EWS,GUJCET-Based,Self-Finance,21188.00,22861.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",ELECTRONICS & COMMUNICATION ENGINEERING,EWS,GUJCET-Based,Self-Finance,21215.00,21563.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",INFORMATION TECHNOLOGY,EWS,GUJCET-Based,Self-Finance,21525.00,22746.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",ELECTRONICS & COMMUNICATION ENGINEERING,SEBC,GUJCET-Based,Self-Finance,23228.00,30613.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",COMPUTER SCIENCE & ENGINEERING (CYBER SECURITY),SC,GUJCET-Based,Self-Finance,23284.00,30433.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",COMPUTER SCIENCE & ENGINEERING (CYBER SECURITY),SEBC,GUJCET-Based,Self-Finance,25245.00,36573.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",COMPUTER SCIENCE & ENGINEERING,SC,GUJCET-Based,Self-Finance,25553.00,38350.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,EWS,GUJCET-Based,Self-Finance,26640.00,27507.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",INFORMATION TECHNOLOGY,SEBC,GUJCET-Based,Self-Finance,26753.00,38892.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",COMPUTER ENGINEERING,SC,GUJCET-Based,Self-Finance,27502.00,33135.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",INFORMATION TECHNOLOGY,SC,GUJCET-Based,Self-Finance,27786.00,35913.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",COMPUTER SCIENCE & ENGINEERING,ST,GUJCET-Based,Self-Finance,27808.00,27808.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",CIVIL ENGINEERING,GEN,GUJCET-Based,Self-Finance,31242.00,38463.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,SC,GUJCET-Based,Self-Finance,33810.00,33810.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE),SC,GUJCET-Based,Self-Finance,36650.00,36650.00,
"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,SEBC,GUJCET-Based,Self-Finance,37751.00,37751.00,
"GANPAT UNIVERSITY, INSTITUTE OF COMPUTER TECH., KHERVA, MEHSANA",COMPUTER SCIENCE & ENGINEERING (BIG DATA ANALYTICS) - TFWS,TFWs,GUJCET-Based,Self-Finance,4844.00,8034.00,
"GANPAT UNIVERSITY, INSTITUTE OF COMPUTER TECH., KHERVA, MEHSANA",COMPUTER SCIENCE & ENGINEERING,GEN,GUJCET-Based,Self-Finance,6562.00,19807.00,
"GANPAT UNIVERSITY, INSTITUTE OF COMPUTER TECH., KHERVA, MEHSANA",COMPUTER SCIENCE & ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,6833.00,8149.00,
